MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
60,RL,59.0,9042,IR1,Inside,Gilbert,2Story,6,5,1998,1998,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Gd,GLQ,828,0,115,943,Gd,943,695,0,1638,1.0,0.0,2,1,3,1,TA,7,2,Attchd,1998.0,Fin,2,472,100,38,0,0,0,0,0,7,2008,192000
20,RL,86.0,14157,IR1,Corner,Other,1Story,9,5,2005,2006,VinylSd,VinylSd,Stone,200.0,Gd,PConc,Ex,Gd,GLQ,1249,0,673,1922,Ex,1922,0,0,1922,1.0,0.0,2,0,3,1,Gd,8,1,Attchd,2005.0,Fin,3,676,178,51,0,0,0,0,0,7,2007,377426
20,RL,70.0,9135,Reg,Inside,CollgCr,1Story,7,5,2002,2003,VinylSd,VinylSd,BrkFace,113.0,Gd,PConc,Gd,Av,GLQ,810,0,726,1536,Ex,1536,0,0,1536,1.0,0.0,2,0,3,1,Gd,7,0,Attchd,2002.0,RFn,2,532,192,74,0,0,0,0,0,12,2008,214000
20,RL,91.0,14145,Reg,Corner,Other,1Story,7,7,1984,1998,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,Gd,Mn,ALQ,213,0,995,1208,Ex,1621,0,0,1621,1.0,0.0,2,0,3,1,Gd,8,0,Attchd,1984.0,RFn,2,440,108,45,0,0,0,0,400,5,2006,202500
20,RL,66.0,12400,IR1,Inside,NAmes,1Story,6,7,1958,1998,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,CBlock,TA,No,Rec,585,0,630,1215,TA,1215,0,0,1215,0.0,0.0,1,0,3,1,TA,6,0,Attchd,1958.0,Unf,1,297,0,0,0,0,234,0,0,6,2009,155000
60,RL,85.0,14191,Reg,Inside,Other,2Story,8,5,2002,2002,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,967,967,Ex,993,915,0,1908,0.0,0.0,2,1,4,1,Gd,9,0,Attchd,2002.0,Fin,2,431,135,0,0,0,0,0,0,4,2010,202900
20,Other,60.0,8400,Reg,Inside,Other,1Story,4,4,1950,1950,Wd Sdng,Other,None,0.0,Other,CBlock,TA,No,Unf,0,0,721,721,Gd,841,0,0,841,0.0,0.0,1,0,2,1,TA,4,0,Other,1950.0,Unf,1,294,250,0,24,0,0,0,0,9,2009,82000
120,RL,63.0,8849,IR1,Inside,NridgHt,1Story,9,5,2005,2005,MetalSd,MetalSd,BrkFace,616.0,Other,PConc,Ex,No,GLQ,28,0,1656,1684,Ex,1684,0,0,1684,0.0,0.0,2,0,2,1,Ex,6,1,Attchd,2005.0,RFn,2,564,495,72,0,0,0,0,0,7,2008,266000
160,RM,36.0,2592,Reg,Inside,Other,2Story,5,3,1976,1976,Other,Other,None,0.0,TA,CBlock,Gd,No,Rec,129,232,175,536,TA,536,576,0,1112,0.0,0.0,1,1,3,1,TA,4,0,Attchd,1976.0,Unf,1,336,182,0,0,0,0,0,0,4,2010,85000
50,RL,65.0,6435,Reg,Inside,Other,1.5Fin,6,5,1939,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,972,972,Gd,972,605,0,1577,0.0,0.0,1,0,3,1,Fa,6,1,Detchd,1939.0,Unf,1,312,0,0,0,0,0,0,0,10,2006,140200
160,RL,36.0,2448,Reg,Inside,NridgHt,2Story,7,5,2003,2004,VinylSd,Other,Stone,106.0,Gd,PConc,Gd,No,GLQ,573,0,191,764,Ex,764,862,0,1626,1.0,0.0,2,1,2,1,Gd,6,0,BuiltIn,2003.0,RFn,2,474,0,27,0,0,0,0,0,10,2008,154000
60,RL,56.0,20431,Other,Inside,NridgHt,2Story,9,5,2005,2006,Other,Other,BrkFace,870.0,Other,PConc,Ex,No,GLQ,1410,0,438,1848,Ex,1848,880,0,2728,1.0,0.0,2,1,4,1,Ex,10,2,Attchd,2006.0,Fin,3,706,0,0,0,0,0,0,0,4,2006,437154
120,RL,68.0,7820,IR1,Inside,NridgHt,1Story,9,5,2007,2007,MetalSd,MetalSd,BrkFace,362.0,Other,PConc,Ex,No,Unf,0,0,1869,1869,Ex,1869,0,0,1869,0.0,0.0,2,0,2,1,Ex,6,1,Attchd,2007.0,RFn,2,617,210,54,0,0,0,0,0,12,2007,318061
50,RL,60.0,9084,Reg,Inside,Edwards,1.5Fin,5,6,1941,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,Mn,LwQ,236,380,0,616,TA,616,495,0,1111,0.0,1.0,1,0,3,1,TA,5,0,Detchd,1941.0,Unf,1,200,48,0,0,0,0,0,0,3,2008,95000
30,RM,60.0,8520,Reg,Inside,OldTown,1Story,6,8,1928,2003,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,624,624,Gd,720,0,0,720,0.0,0.0,1,0,2,1,TA,5,0,Detchd,2005.0,Unf,2,484,106,0,0,0,0,0,0,5,2010,105900
50,RL,60.0,8400,Reg,Inside,Other,1.5Fin,6,5,1940,2000,Wd Sdng,MetalSd,None,0.0,TA,CBlock,TA,No,LwQ,388,0,552,940,Ex,1192,403,0,1595,0.0,0.0,1,0,2,1,TA,6,2,Attchd,1940.0,Unf,1,240,0,0,108,0,0,0,0,6,2006,140000
20,RL,105.0,11249,Other,Inside,CollgCr,1Story,6,5,1995,1995,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,ALQ,334,544,322,1200,Ex,1200,0,0,1200,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,1995.0,RFn,2,521,0,26,0,0,0,0,0,8,2007,177500
120,RM,44.0,4224,Reg,Inside,Other,1Story,5,5,1976,1976,Other,Other,None,0.0,TA,PConc,Gd,No,ALQ,874,0,268,1142,TA,1142,0,0,1142,1.0,0.0,1,1,3,1,TA,6,1,Attchd,1976.0,Fin,2,528,536,90,0,0,0,0,0,8,2007,134000
80,RL,92.0,6930,IR1,Inside,Other,Other,5,4,1958,1958,Wd Sdng,Other,BrkFace,120.0,TA,CBlock,TA,Av,BLQ,300,294,468,1062,Ex,1352,0,0,1352,0.0,1.0,1,0,3,1,Gd,6,0,BuiltIn,1958.0,Unf,1,288,168,0,294,0,0,0,0,7,2006,130000
60,RL,78.0,12011,IR1,Other,Other,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,530.0,Gd,PConc,Gd,Av,GLQ,956,0,130,1086,Ex,1086,838,0,1924,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,1998.0,RFn,2,592,208,75,0,0,374,0,0,6,2006,280000
160,RM,21.0,1680,Reg,Inside,Other,2Story,6,8,1972,2007,HdBoard,HdBoard,BrkFace,510.0,TA,CBlock,TA,No,ALQ,162,0,321,483,Gd,483,504,0,987,0.0,0.0,1,1,2,1,Gd,5,0,Detchd,1972.0,Unf,1,264,250,0,0,0,0,0,0,5,2009,118000
70,RM,59.0,10690,Reg,Inside,Other,2Story,5,7,1920,1997,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Rec,456,0,216,672,Gd,672,672,0,1344,0.0,0.0,1,0,3,1,TA,6,0,Detchd,1964.0,Unf,1,468,0,128,218,0,0,0,0,7,2009,147000
80,RL,101.0,9150,IR1,Corner,NAmes,Other,6,5,1962,1962,Plywood,Plywood,BrkFace,305.0,TA,CBlock,Gd,Gd,GLQ,371,0,728,1099,Gd,1431,0,0,1431,0.0,1.0,1,0,3,1,TA,6,1,Other,1962.0,RFn,1,296,64,110,0,0,0,0,0,12,2008,165000
20,RL,78.0,7800,Reg,Inside,NAmes,1Story,5,6,1954,1954,HdBoard,HdBoard,BrkFace,200.0,TA,PConc,TA,No,LwQ,540,0,728,1268,Gd,1268,0,0,1268,0.0,0.0,1,0,2,1,TA,7,1,Attchd,1954.0,Fin,1,244,0,98,0,0,0,0,0,3,2010,132000
120,RL,50.0,7175,Reg,Inside,Other,1Story,6,5,1984,1984,Plywood,Plywood,None,0.0,TA,CBlock,Gd,No,ALQ,623,121,0,744,TA,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,0,Attchd,1984.0,Unf,1,264,353,0,0,0,90,0,0,2,2010,125000
20,RL,79.0,10634,Reg,Inside,NAmes,1Story,5,6,1953,1953,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,BLQ,428,180,0,608,TA,1319,0,0,1319,1.0,0.0,1,0,3,1,TA,5,0,Attchd,1953.0,Unf,1,270,66,0,0,0,0,0,0,11,2009,123000
60,RL,65.0,8200,Reg,Inside,CollgCr,2Story,7,5,2003,2004,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,847,847,Ex,847,1081,0,1928,0.0,0.0,2,1,4,1,Gd,8,1,BuiltIn,2003.0,Fin,2,434,100,48,0,0,0,0,0,7,2007,219500
85,RL,57.0,8846,IR1,Other,CollgCr,Other,5,5,1996,1996,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,298,0,572,870,Ex,914,0,0,914,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1998.0,Unf,2,576,0,0,0,0,0,0,0,7,2006,148000
60,FV,102.0,11143,IR1,Corner,Somerst,2Story,8,5,2004,2005,Other,Other,None,0.0,Gd,PConc,Gd,No,Unf,0,0,1580,1580,Ex,1580,886,0,2466,0.0,0.0,3,0,4,1,Gd,8,1,Attchd,2004.0,RFn,2,610,159,214,0,0,0,0,0,12,2007,340000
20,RL,88.0,11394,Reg,Corner,Other,1Story,9,2,2010,2010,VinylSd,VinylSd,Stone,350.0,Gd,PConc,Ex,Av,GLQ,1445,0,411,1856,Ex,1856,0,0,1856,1.0,0.0,1,1,1,1,Ex,8,1,Attchd,2010.0,Fin,3,834,113,0,0,0,0,0,0,6,2010,394432
60,RL,60.0,8123,IR1,Inside,Gilbert,2Story,6,5,2000,2000,VinylSd,VinylSd,BrkFace,16.0,TA,PConc,Gd,No,Unf,0,0,982,982,Ex,1007,793,0,1800,0.0,0.0,2,1,3,1,TA,7,1,Attchd,2000.0,Fin,2,463,100,63,0,0,0,0,0,6,2009,179000
50,RL,50.0,5000,Reg,Inside,Other,1.5Fin,5,6,1924,1950,Other,Wd Sdng,None,0.0,TA,BrkTil,TA,No,LwQ,218,0,808,1026,TA,1026,665,0,1691,0.0,0.0,2,0,3,1,Gd,6,1,Detchd,1924.0,Unf,1,308,0,0,242,0,0,0,0,5,2010,127000
20,FV,60.0,7200,Reg,Inside,Somerst,1Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,1293,1293,Ex,1301,0,0,1301,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,2006.0,RFn,2,572,216,121,0,0,0,0,0,8,2006,187750
60,RL,79.0,9245,IR1,Inside,CollgCr,2Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0,0,939,939,Ex,939,858,0,1797,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,2006.0,RFn,2,639,144,53,0,0,0,0,0,4,2007,213500
45,Other,60.0,9000,Reg,Corner,Other,Other,6,3,1928,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,784,784,TA,784,0,0,784,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1950.0,Unf,2,360,0,0,91,0,0,0,0,10,2009,76000
120,RL,43.0,3182,Reg,Inside,Other,1Story,8,5,2004,2005,VinylSd,VinylSd,BrkFace,16.0,Gd,PConc,Gd,No,GLQ,24,0,1232,1256,Ex,1269,0,0,1269,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,2004.0,Fin,2,430,146,20,0,0,144,0,0,4,2010,192000
80,RL,72.0,7200,Reg,Inside,Edwards,Other,6,6,1976,1976,MetalSd,MetalSd,BrkFace,255.0,TA,CBlock,TA,Av,ALQ,631,0,410,1041,Ex,1125,0,0,1125,1.0,0.0,1,0,3,1,TA,6,1,Detchd,1977.0,Unf,1,352,296,0,0,0,0,0,0,10,2009,125000
20,RL,93.0,9382,IR1,Other,CollgCr,1Story,7,5,1999,2000,VinylSd,VinylSd,BrkFace,125.0,Gd,PConc,Gd,No,Unf,0,0,1468,1468,Ex,1479,0,0,1479,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,1999.0,RFn,2,577,120,25,0,0,0,0,0,7,2008,191000
60,RL,96.0,12474,Reg,Inside,NridgHt,2Story,10,5,2007,2008,VinylSd,VinylSd,Stone,272.0,Other,PConc,Ex,Av,GLQ,1280,0,402,1682,Ex,1742,590,0,2332,1.0,0.0,2,1,3,1,Ex,9,1,BuiltIn,2008.0,Fin,3,846,196,134,0,0,0,0,0,8,2008,426000
50,RL,50.0,8405,Reg,Inside,Edwards,1.5Fin,5,8,1900,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Rec,241,391,229,861,Ex,961,406,0,1367,1.0,0.0,1,0,4,1,TA,7,0,Detchd,1978.0,Unf,1,384,0,130,112,0,0,0,0,4,2008,119000
60,RL,71.0,12209,IR1,Other,Other,2Story,6,5,2001,2002,VinylSd,VinylSd,None,0.0,TA,PConc,Ex,No,ALQ,690,0,114,804,Ex,804,1157,0,1961,1.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,2001.0,Fin,2,560,125,192,0,0,0,0,0,6,2009,215000
50,RL,60.0,10134,Reg,Inside,OldTown,1.5Fin,5,6,1940,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,735,735,Gd,735,299,0,1034,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1940.0,Unf,1,240,0,39,0,0,0,0,0,7,2007,109000
20,RL,68.0,9571,Reg,Inside,Edwards,1Story,5,6,1956,1956,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,BLQ,739,0,405,1144,TA,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,0,Attchd,1956.0,Unf,1,596,44,0,0,0,0,0,0,6,2010,129000
20,RL,60.0,7200,Reg,Inside,CollgCr,1Story,5,5,1972,1972,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Av,Rec,777,0,117,894,TA,894,0,0,894,0.0,0.0,1,0,2,1,TA,6,0,Detchd,1985.0,RFn,2,600,215,0,0,0,0,0,0,9,2009,123000
60,RL,69.0,7590,Reg,Inside,NAmes,2Story,5,5,1962,1962,VinylSd,VinylSd,BrkFace,288.0,TA,CBlock,TA,No,ALQ,540,0,324,864,TA,876,936,0,1812,0.0,0.0,2,0,4,1,TA,8,1,Attchd,1962.0,RFn,1,264,0,168,0,0,0,0,0,7,2007,169500
30,RM,60.0,8967,Reg,Corner,Other,1Story,5,2,1920,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,961,961,Gd,1077,0,0,1077,0.0,0.0,1,0,2,1,TA,6,0,Detchd,1920.0,Unf,1,338,0,0,0,0,0,0,0,11,2007,67000
60,FV,65.0,8125,Reg,Inside,Somerst,2Story,7,5,2006,2007,Other,Other,Stone,100.0,Gd,PConc,Gd,No,GLQ,812,0,280,1092,Ex,1112,438,0,1550,1.0,0.0,2,0,2,1,Gd,7,0,Attchd,2007.0,Fin,2,438,0,168,0,0,0,0,0,10,2009,241000
120,RL,38.0,14963,Other,Inside,Other,1Story,8,5,1996,1996,Other,Other,None,0.0,Gd,PConc,Gd,No,GLQ,786,0,474,1260,Ex,1288,0,0,1288,1.0,0.0,1,1,1,1,Ex,4,2,Attchd,1996.0,Fin,2,500,120,30,0,0,224,0,0,12,2008,245500
20,RL,65.0,8767,IR1,Inside,CollgCr,1Story,7,5,2005,2005,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,24,0,1286,1310,Ex,1310,0,0,1310,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,2005.0,Fin,2,400,0,0,0,0,0,0,0,7,2006,164990
30,RL,60.0,10200,Reg,Inside,Other,1Story,5,8,1940,1997,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0,0,672,672,Ex,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,0,Detchd,1940.0,Unf,1,240,168,0,0,0,0,0,0,8,2008,108000
60,RL,93.0,12090,Reg,Corner,Other,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,650.0,Gd,PConc,Gd,No,Unf,0,0,1141,1141,Gd,1165,1098,0,2263,0.0,0.0,2,1,4,1,Gd,10,1,BuiltIn,1998.0,Fin,2,420,144,123,0,0,0,0,0,7,2006,258000
50,RL,51.0,10480,Reg,Inside,Other,1.5Fin,6,5,1936,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,1064,1064,Ex,1166,0,473,1639,0.0,0.0,1,0,3,1,TA,6,0,Detchd,1936.0,Unf,1,240,0,0,0,0,0,0,0,3,2008,115000
70,RL,63.0,15576,Reg,Inside,Other,2Story,6,7,1915,1976,Wd Sdng,Plywood,None,0.0,TA,BrkTil,Gd,No,Unf,0,0,840,840,Ex,840,840,0,1680,0.0,0.0,2,0,4,1,TA,8,0,Attchd,1960.0,Unf,1,308,0,0,160,0,0,0,0,3,2008,177000
60,RL,109.0,14154,Reg,Corner,NridgHt,2Story,7,5,2006,2006,VinylSd,VinylSd,BrkFace,350.0,Gd,PConc,Ex,No,Unf,0,0,1063,1063,Ex,1071,1101,0,2172,0.0,0.0,2,1,3,1,Gd,9,1,Attchd,2006.0,RFn,3,947,192,62,0,0,0,0,0,8,2007,280000
60,FV,85.0,10800,Reg,Inside,Somerst,2Story,8,5,2007,2008,VinylSd,VinylSd,Stone,100.0,Gd,PConc,Ex,No,GLQ,789,0,245,1034,Ex,1050,1028,0,2078,1.0,0.0,2,1,3,1,Ex,8,1,Attchd,2008.0,Fin,3,836,0,102,0,0,0,0,0,4,2008,339750
20,RL,68.0,9571,Reg,Inside,Edwards,1Story,5,3,1958,1958,Other,Other,None,0.0,TA,CBlock,TA,No,Unf,0,0,1276,1276,TA,1276,0,0,1276,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1958.0,Unf,1,350,0,0,0,0,0,0,0,6,2009,60000
190,RL,100.0,34650,Reg,Inside,Gilbert,1Story,5,5,1955,1955,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Mn,Rec,1056,0,0,1056,TA,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,5,0,Attchd,1955.0,Fin,2,572,264,0,0,0,0,0,0,1,2006,145000
30,RM,56.0,8960,Reg,Inside,OldTown,1Story,5,6,1927,1950,Other,Other,None,0.0,TA,CBlock,TA,No,Unf,0,0,1008,1008,Gd,1028,0,0,1028,0.0,0.0,1,0,2,1,TA,5,1,Detchd,1927.0,Unf,2,360,0,0,130,0,0,0,0,3,2010,115000
60,RL,59.0,11228,Other,Other,Other,2Story,7,5,1993,1993,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,BLQ,50,531,499,1080,Ex,1080,1017,0,2097,0.0,1.0,2,1,3,1,Gd,9,1,Attchd,1993.0,Unf,3,678,196,187,0,0,0,0,0,12,2008,228000
20,RL,73.0,8899,IR1,Inside,Gilbert,1Story,7,5,2007,2007,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,24,0,1316,1340,Ex,1340,0,0,1340,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2007.0,Fin,2,396,100,30,0,0,0,0,0,8,2007,181134
60,RL,74.0,7844,Reg,Inside,Other,2Story,6,7,1978,1978,HdBoard,HdBoard,BrkFace,203.0,TA,CBlock,TA,No,ALQ,209,0,463,672,TA,672,728,0,1400,0.0,0.0,1,1,3,1,TA,6,1,Attchd,1978.0,Fin,2,440,0,0,0,0,0,0,0,3,2006,149500
70,RL,86.0,22420,IR1,Inside,Other,2Story,6,6,1918,1950,Wd Sdng,Other,None,0.0,TA,BrkTil,Gd,No,BLQ,1128,0,242,1370,TA,1370,1254,0,2624,1.0,0.0,2,1,4,1,TA,10,1,Detchd,1918.0,Unf,3,864,0,0,0,0,0,0,0,11,2007,239000
50,RL,60.0,8160,Reg,Inside,Edwards,1.5Fin,5,6,1940,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,ALQ,312,0,444,756,Other,756,378,0,1134,1.0,0.0,1,1,3,1,TA,7,0,Detchd,1940.0,Unf,1,240,0,0,0,0,0,0,0,4,2007,126000
20,RL,65.0,8450,Reg,Inside,NAmes,1Story,5,6,1968,1968,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,775,0,281,1056,Ex,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,6,1,Attchd,1968.0,Unf,1,304,0,85,184,0,0,0,0,7,2010,142000
90,RM,78.0,7060,Reg,Inside,Other,Other,7,5,1997,1998,VinylSd,VinylSd,BrkFace,200.0,TA,PConc,Gd,Gd,GLQ,1309,0,35,1344,Ex,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,0,Attchd,1997.0,Fin,4,784,0,0,0,0,0,0,0,11,2008,206300
20,RL,100.0,21750,Reg,Inside,Other,1Story,5,5,1954,1954,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0,0,988,988,Ex,988,0,0,988,0.0,0.0,1,0,2,1,TA,4,0,Attchd,1954.0,RFn,2,520,0,0,0,0,0,0,0,2,2008,113000
60,RL,80.0,9200,Reg,Inside,Other,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,473.0,Gd,PConc,Gd,No,GLQ,986,0,484,1470,Gd,1470,1160,0,2630,1.0,0.0,2,1,4,1,Gd,8,1,Attchd,1998.0,Fin,3,696,0,66,0,0,0,0,0,6,2008,315000
20,RL,72.0,9000,Reg,Inside,NAmes,1Story,6,5,1956,1956,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,CBlock,Gd,No,LwQ,616,0,580,1196,Gd,1196,0,0,1196,1.0,0.0,1,0,2,1,TA,6,1,Attchd,1956.0,RFn,1,297,0,44,0,0,0,0,0,5,2008,139000
60,RM,60.0,3378,Reg,Inside,OldTown,2Story,7,8,1946,1992,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0,0,651,651,Gd,707,682,0,1389,0.0,0.0,1,1,3,1,TA,6,2,Detchd,1947.0,Unf,1,240,0,0,126,0,0,0,0,9,2009,135000
20,RL,77.0,8593,IR1,Inside,NAmes,1Story,4,6,1957,1957,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,288,0,619,907,Ex,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,0,Detchd,1964.0,Unf,1,352,0,0,0,0,0,0,0,7,2008,109008
20,RL,64.0,6762,Reg,Inside,CollgCr,1Story,7,5,2007,2007,VinylSd,VinylSd,BrkFace,108.0,Gd,PConc,Gd,No,GLQ,664,0,544,1208,Ex,1208,0,0,1208,1.0,0.0,2,0,2,1,Gd,6,0,Attchd,2007.0,RFn,2,628,105,54,0,0,0,0,0,9,2007,195400
20,RL,130.0,11457,IR1,Corner,Other,1Story,6,5,1988,1988,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,Mn,GLQ,1005,0,387,1392,TA,1412,0,0,1412,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,1988.0,Unf,2,576,0,0,169,0,0,0,0,3,2009,175000
160,RM,21.0,1680,Reg,Inside,Other,2Story,6,5,1971,1971,HdBoard,HdBoard,BrkFace,232.0,TA,CBlock,TA,No,ALQ,387,0,96,483,TA,483,504,0,987,0.0,0.0,1,1,2,1,TA,4,0,Detchd,1971.0,Unf,1,264,0,0,0,0,0,0,0,7,2008,85400
160,RM,24.0,1920,Reg,Inside,Other,2Story,5,5,1971,1971,HdBoard,HdBoard,BrkFace,376.0,TA,CBlock,TA,No,ALQ,471,0,294,765,Ex,765,600,0,1365,1.0,0.0,1,1,2,1,TA,6,0,Detchd,1971.0,Unf,2,440,240,36,0,0,0,0,0,8,2007,122500
60,RL,100.0,10839,IR1,Corner,Gilbert,2Story,6,5,1997,1998,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,0,926,926,Ex,926,678,0,1604,0.0,0.0,2,1,3,1,TA,7,1,Attchd,1997.0,Fin,2,470,0,36,0,0,0,0,0,7,2008,181000
60,RL,43.0,10667,Other,Other,CollgCr,2Story,7,6,1996,1996,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,385,344,70,799,Ex,827,834,0,1661,1.0,0.0,2,1,3,1,Gd,6,1,Attchd,1996.0,RFn,2,550,158,61,0,0,0,0,0,4,2009,212000
50,RM,40.0,4400,Reg,Inside,OldTown,1.5Fin,6,8,1920,1950,Other,Other,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,648,648,TA,734,384,0,1118,0.0,0.0,1,0,2,1,TA,6,0,Detchd,1990.0,Unf,2,440,0,0,0,0,0,0,0,10,2006,116000
45,RM,50.0,6000,Reg,Inside,Other,Other,6,7,1926,2004,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,TA,No,Unf,0,0,884,884,Gd,904,0,0,904,0.0,0.0,1,0,2,1,TA,4,0,Detchd,1926.0,Unf,1,180,0,0,105,0,0,0,0,1,2009,119000
30,RL,40.0,4280,Reg,Inside,Other,1Story,5,6,1913,2002,Other,Other,None,0.0,TA,PConc,TA,No,LwQ,365,0,75,440,TA,694,0,0,694,0.0,0.0,1,0,2,1,Gd,4,1,Detchd,1990.0,Unf,1,352,0,0,34,0,0,0,0,3,2007,90350
50,RL,67.0,12354,Reg,Corner,Edwards,1.5Fin,6,8,1920,2000,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,Unf,0,0,684,684,Gd,684,512,0,1196,0.0,0.0,1,0,3,1,Gd,7,0,Detchd,2005.0,Unf,2,528,0,46,0,0,0,0,800,8,2009,110000
20,RL,105.0,15431,Reg,Inside,NridgHt,1Story,10,5,2008,2008,VinylSd,VinylSd,Stone,200.0,Other,PConc,Ex,Gd,GLQ,1767,539,788,3094,Ex,2402,0,0,2402,1.0,0.0,2,0,2,1,Ex,10,2,Attchd,2008.0,Fin,3,672,0,72,0,0,170,0,0,4,2009,555000
50,RM,52.0,6240,Reg,Inside,Other,1.5Fin,5,7,1930,1992,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,Unf,0,0,1078,1078,TA,1128,445,0,1573,0.0,0.0,2,0,3,1,TA,8,1,Detchd,1930.0,Unf,2,360,0,0,0,0,0,0,0,6,2008,162900
120,RL,53.0,3922,Reg,Inside,Other,1Story,7,5,2006,2007,Other,Other,BrkFace,72.0,Gd,PConc,Ex,Av,Unf,0,0,1258,1258,Ex,1258,0,0,1258,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,2007.0,Fin,3,648,144,16,0,0,0,0,0,6,2007,172500
60,RL,70.0,8750,Reg,Inside,CollgCr,2Story,7,5,1994,1995,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,642,0,273,915,Ex,933,975,0,1908,1.0,0.0,2,1,4,1,Gd,8,1,Attchd,1994.0,Unf,2,493,144,133,0,0,0,0,0,7,2008,210000
